Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Spent,Total_Purchases,Online_Ratio,Store_Ratio,Customer_Tenure_Days,Total_Accepted_Campaigns,Campaign_Response_Flag,Cluster_KMeans,Conversion_Level
PhD,Married,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,65,1,656,21,0.4090909090909091,0.45454545454545453,4413.766375545852,0,0,1,Alta Conversão
Master,Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,69,0,1540,23,0.5,0.4166666666666667,4413.766375545852,0,0,1,Alta Conversão
Master,Together,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,60,1,311,15,0.4375,0.3125,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Together,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,70,1,820,26,0.4074074074074074,0.37037037037037035,4434.0,0,0,1,Alta Conversão
2n Cycle,Married,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,36,1,274,14,0.26666666666666666,0.4666666666666667,3926.0,0,0,0,Baixa Conversão
PhD,Single,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,63,2,57,9,0.3,0.3,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,60,1,448,17,0.2777777777777778,0.4444444444444444,4586.0,0,0,0,Baixa Conversão
2n Cycle,Married,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,52,2,44,5,0.16666666666666666,0.5,3952.0,0,0,0,Baixa Conversão
Graduation,Married,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,53,2,102,8,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,41,1,61,5,0.3333333333333333,0.3333333333333333,4229.0,0,0,0,Baixa Conversão
Master,Married,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,65,0,1643,27,0.5,0.42857142857142855,4413.766375545852,0,0,1,Alta Conversão
Master,Together,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,67,1,397,15,0.4375,0.3125,4439.0,0,0,0,Baixa Conversão
Graduation,Together,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,57,1,1121,26,0.4444444444444444,0.4444444444444444,4049.0,1,1,2,Média Conversão
Graduation,Single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,48,2,473,16,0.5294117647058824,0.17647058823529413,4893.0,1,1,0,Baixa Conversão
Basic,Married,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,51,1,50,8,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,63,1,1678,28,0.3103448275862069,0.4482758620689655,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,43,0,58,7,0.375,0.375,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,50,1,170,9,0.4,0.4,4413.766375545852,0,0,0,Baixa Conversão
Master,Single,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,43,0,373,2,0.3333333333333333,0.3333333333333333,4250.0,0,0,0,Baixa Conversão
PhD,Together,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,80,0,1196,17,0.6111111111111112,0.2777777777777778,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,46,1,101,8,0.4444444444444444,0.2222222222222222,4047.0,0,0,0,Baixa Conversão
Graduation,Married,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,56,2,316,17,0.3888888888888889,0.2777777777777778,4615.0,0,0,0,Baixa Conversão
Graduation,Married,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,63,1,1400,21,0.5,0.3181818181818182,4413.766375545852,2,1,2,Média Conversão
Graduation,Single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,77,0,1424,27,0.4642857142857143,0.4642857142857143,4413.766375545852,0,0,1,Alta Conversão
Master,Married,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,47,1,844,20,0.5238095238095238,0.38095238095238093,4413.766375545852,3,1,2,Média Conversão
Graduation,Married,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,50,1,311,13,0.5,0.2857142857142857,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,43,0,1149,17,0.5555555555555556,0.3333333333333333,4379.0,0,0,1,Alta Conversão
Master,Married,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,42,0,129,8,0.4444444444444444,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Widow,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,73,1,32,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,43,1,299,14,0.5333333333333333,0.2,4741.0,0,0,0,Baixa Conversão
Graduation,Together,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,63,1,320,13,0.42857142857142855,0.42857142857142855,4413.766375545852,1,1,0,Baixa Conversão
Master,Married,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,48,1,441,16,0.4117647058823529,0.35294117647058826,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,76,2,1178,28,0.2413793103448276,0.3448275862068966,4952.0,1,1,2,Média Conversão
Graduation,Married,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,35,0,85,6,0.14285714285714285,0.5714285714285714,4413.766375545852,0,0,0,Baixa Conversão
Basic,Single,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,43,1,24,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,50,1,112,8,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Married,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,66,1,30,5,0.16666666666666666,0.5,4321.0,0,0,0,Baixa Conversão
PhD,Married,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,42,0,410,16,0.4117647058823529,0.4117647058823529,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,49,1,800,24,0.56,0.28,4413.766375545852,1,1,2,Média Conversão
PhD,Divorced,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,63,0,1313,20,0.47619047619047616,0.42857142857142855,4532.0,0,0,1,Alta Conversão
PhD,Together,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,69,0,1483,23,0.5,0.4166666666666667,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,32,0,1258,17,0.6666666666666666,0.2222222222222222,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,38,1,28,4,0.2,0.4,4738.0,0,0,0,Baixa Conversão
Graduation,Married,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,60,1,227,11,0.4166666666666667,0.4166666666666667,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,43,0,1555,20,0.5714285714285714,0.3333333333333333,4707.0,1,1,2,Média Conversão
Graduation,Single,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,63,1,861,23,0.4166666666666667,0.4583333333333333,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,47,1,103,8,0.4444444444444444,0.2222222222222222,4413.766375545852,1,1,0,Baixa Conversão
PhD,Single,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,79,0,634,19,0.4,0.5,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,62,0,1918,19,0.65,0.25,4413.766375545852,0,0,1,Alta Conversão
Master,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,54,2,131,10,0.2727272727272727,0.36363636363636365,4496.0,0,0,0,Baixa Conversão
Graduation,Together,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,57,2,586,22,0.43478260869565216,0.2608695652173913,4413.766375545852,0,0,1,Alta Conversão
Basic,Married,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,33,1,62,7,0.375,0.25,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Divorced,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,51,2,447,22,0.30434782608695654,0.30434782608695654,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Together,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,75,0,939,27,0.5357142857142857,0.39285714285714285,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Divorced,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,48,1,797,15,0.25,0.4375,4413.766375545852,1,1,2,Média Conversão
Master,Single,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,67,1,1143,16,0.5294117647058824,0.35294117647058826,4862.0,0,0,1,Alta Conversão
Graduation,Single,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,49,1,415,17,0.5,0.2777777777777778,4404.0,0,0,1,Alta Conversão
Graduation,Married,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,52,1,30,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Master,Divorced,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,57,1,187,12,0.38461538461538464,0.3076923076923077,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,67,1,251,11,0.4166666666666667,0.4166666666666667,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,50,1,237,12,0.38461538461538464,0.38461538461538464,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Together,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,65,2,91,8,0.2222222222222222,0.4444444444444444,4413.766375545852,0,0,0,Baixa Conversão
Master,Single,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,60,3,35,6,0.14285714285714285,0.42857142857142855,4440.0,0,0,0,Baixa Conversão
PhD,Divorced,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,65,1,493,22,0.391304347826087,0.30434782608695654,4861.0,1,1,2,Média Conversão
PhD,Married,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,56,1,971,28,0.41379310344827586,0.3793103448275862,4534.0,0,0,1,Alta Conversão
Graduation,Single,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,65,1,371,17,0.5,0.2222222222222222,4919.0,0,0,0,Baixa Conversão
Graduation,Single,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,50,3,396,20,0.2857142857142857,0.38095238095238093,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,40,1,68,7,0.375,0.25,4413.766375545852,1,1,0,Baixa Conversão
Master,Together,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,54,1,322,15,0.375,0.375,4413.766375545852,1,1,0,Baixa Conversão
Master,Together,52247.25135379061,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,55,1,317,14,0.4,0.4,4592.0,0,0,0,Baixa Conversão
Master,Divorced,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,70,1,222,10,0.5454545454545454,0.2727272727272727,4106.0,0,0,0,Baixa Conversão
2n Cycle,Together,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,69,2,177,12,0.3076923076923077,0.3076923076923077,4530.0,0,0,0,Baixa Conversão
Graduation,Together,52247.25135379061,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,67,2,45,5,0.16666666666666666,0.5,4893.0,0,0,0,Baixa Conversão
2n Cycle,Single,52247.25135379061,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,61,2,21,4,0.2,0.4,3896.0,0,0,0,Baixa Conversão
Graduation,Married,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,52,1,45,6,0.2857142857142857,0.42857142857142855,4800.0,0,0,0,Baixa Conversão
Graduation,Married,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,77,0,1899,20,0.7142857142857143,0.23809523809523808,4413.766375545852,2,1,2,Média Conversão
PhD,Together,52247.25135379061,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,53,1,42,5,0.16666666666666666,0.5,4197.0,0,0,0,Baixa Conversão
2n Cycle,Together,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,49,2,22,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,45,2,41,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,46,0,1440,21,0.6363636363636364,0.2727272727272727,4195.0,0,0,1,Alta Conversão
Master,Married,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,53,2,325,17,0.4444444444444444,0.16666666666666666,4282.0,0,0,0,Baixa Conversão
Graduation,Together,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,52,1,95,10,0.2727272727272727,0.36363636363636365,4527.0,0,0,0,Baixa Conversão
PhD,Together,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,53,1,42,5,0.16666666666666666,0.5,4197.0,0,0,0,Baixa Conversão
2n Cycle,Single,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,50,2,72,6,0.2857142857142857,0.2857142857142857,4707.0,0,0,0,Baixa Conversão
PhD,Married,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,53,1,20,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,69,2,789,23,0.375,0.5,4413.766375545852,0,0,1,Alta Conversão
Graduation,Divorced,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,51,2,15,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,53,1,59,8,0.3333333333333333,0.3333333333333333,4048.0,0,0,0,Baixa Conversão
Master,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,1,908,22,0.5217391304347826,0.391304347826087,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,56,2,417,14,0.5333333333333333,0.26666666666666666,4676.0,0,0,0,Baixa Conversão
Graduation,Married,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,64,2,289,15,0.375,0.3125,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,53,1,769,21,0.5,0.4090909090909091,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,72,1,188,10,0.45454545454545453,0.2727272727272727,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,68,1,354,14,0.4666666666666667,0.26666666666666666,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,55,1,727,26,0.4444444444444444,0.2962962962962963,4617.0,0,0,1,Alta Conversão
PhD,Married,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,58,2,146,11,0.25,0.3333333333333333,4772.0,0,0,0,Baixa Conversão
Master,Together,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,74,1,319,16,0.4117647058823529,0.29411764705882354,4288.0,0,0,0,Baixa Conversão
Master,Married,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,72,1,794,22,0.5217391304347826,0.34782608695652173,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,75,1,454,18,0.3157894736842105,0.47368421052631576,4740.0,0,0,1,Alta Conversão
PhD,Divorced,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,72,2,152,11,0.4166666666666667,0.16666666666666666,4801.0,0,0,0,Baixa Conversão
PhD,Married,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,48,1,797,22,0.391304347826087,0.5217391304347826,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,53,1,1690,16,0.47058823529411764,0.35294117647058826,4413.766375545852,3,1,2,Média Conversão
Master,Married,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,56,2,20,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,81,0,1428,21,0.6818181818181818,0.22727272727272727,4413.766375545852,1,1,2,Média Conversão
Graduation,Single,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,35,1,209,11,0.4166666666666667,0.25,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,46,1,545,19,0.35,0.4,4317.0,0,0,1,Alta Conversão
Basic,Together,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,59,0,96,6,0.42857142857142855,0.2857142857142857,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,77,0,222,10,0.36363636363636365,0.45454545454545453,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,53,3,61,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,52,2,44,9,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,53,3,8,4,0.2,0.4,3923.0,0,0,0,Baixa Conversão
2n Cycle,Single,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,53,0,817,23,0.5,0.4166666666666667,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,59,1,1371,23,0.2916666666666667,0.5,4646.0,1,1,2,Média Conversão
PhD,Together,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,56,1,42,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,0,60,5,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,55,1,78,9,0.2,0.4,4501.0,0,0,0,Baixa Conversão
PhD,Married,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,51,1,23,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,53,1,19,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Single,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,67,2,61,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,53,0,449,14,0.4666666666666667,0.4,4503.0,0,0,0,Baixa Conversão
Master,Married,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,42,1,37,5,0.16666666666666666,0.5,4472.0,0,0,0,Baixa Conversão
2n Cycle,Divorced,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,52,1,38,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,40,0,1131,23,0.4583333333333333,0.4583333333333333,4413.766375545852,2,1,2,Média Conversão
Graduation,Single,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,52,2,34,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,58,2,294,17,0.3888888888888889,0.2777777777777778,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Married,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,46,2,48,6,0.2857142857142857,0.2857142857142857,4501.0,1,1,0,Baixa Conversão
Graduation,Married,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,64,2,289,15,0.375,0.3125,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Together,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,39,0,30,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,61,0,125,7,0.25,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,42,1,156,9,0.3,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,73,2,70,9,0.3,0.3,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,76,2,22,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,46,1,65,9,0.3,0.3,4893.0,0,0,0,Baixa Conversão
Master,Widow,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,77,0,1930,23,0.4166666666666667,0.4166666666666667,4413.766375545852,1,1,2,Média Conversão
Graduation,Together,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,79,0,2283,23,0.5,0.4166666666666667,4413.766375545852,2,1,2,Média Conversão
Graduation,Married,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,67,0,310,13,0.2857142857142857,0.5714285714285714,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Married,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,54,0,1319,18,0.42105263157894735,0.47368421052631576,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,68,1,879,26,0.6296296296296297,0.18518518518518517,4950.0,1,1,2,Média Conversão
PhD,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,43,0,1244,17,0.4444444444444444,0.4444444444444444,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Together,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,52,1,690,17,0.4444444444444444,0.2777777777777778,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,53,1,209,12,0.38461538461538464,0.3076923076923077,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,60,0,1134,17,0.3888888888888889,0.5,3982.0,0,0,1,Alta Conversão
Graduation,Single,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,72,0,1507,23,0.5833333333333334,0.3333333333333333,4413.766375545852,0,0,1,Alta Conversão
PhD,Single,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,58,1,57,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
